date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:40:53	7043/7043	---M-Z	200	added ('OK')	text/css	etag:%221b83-62afd2a0-10835188df0bf9d3;gz%22	https://demo.exptheme.com/pizzeria/wp-content/plugins/woocommerce/assets/css/woocommerce-smallscreen.css?ver=6.6.0	D:/GIT/frontend/ui_pizza_vip/pizza/demo.exptheme.com/pizzeria/wp-content/plugins/woocommerce/assets/css/woocommerce-smallscreen31dc.css	(from https://demo.exptheme.com/pizzeria/)
15:40:54	62755/62755	---M-Z	200	added ('OK')	text/css	etag:%22f523-62afd2a0-4dea406c69d1cb8c;gz%22	https://demo.exptheme.com/pizzeria/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=6.6.0	D:/GIT/frontend/ui_pizza_vip/pizza/demo.exptheme.com/pizzeria/wp-content/plugins/woocommerce/assets/css/woocommerce31dc.css	(from https://demo.exptheme.com/pizzeria/)
15:40:55	31490/31490	---M-Z	200	added ('OK')	text/css	etag:%227b02-62b0206d-3527dc3bd506545d;gz%22	https://demo.exptheme.com/pizzeria/wp-content/themes/wp_pizzeria/assets/css/bootstrap.min.css?ver=3.3.2	D:/GIT/frontend/ui_pizza_vip/pizza/demo.exptheme.com/pizzeria/wp-content/themes/wp_pizzeria/assets/css/bootstrap.mind617.css	(from https://demo.exptheme.com/pizzeria/)
15:40:57	30597/30597	---M-Z	200	added ('OK')	text/css	etag:%227785-62b0206d-54c6c7f511578412;gz%22	https://demo.exptheme.com/pizzeria/wp-content/themes/wp_pizzeria/assets/css/font-awesome.min.css?ver=4.7.0	D:/GIT/frontend/ui_pizza_vip/pizza/demo.exptheme.com/pizzeria/wp-content/themes/wp_pizzeria/assets/css/font-awesome.min1849.css	(from https://demo.exptheme.com/pizzeria/)
15:40:58	50821/50821	---M-Z	200	added ('OK')	text/css	etag:%22c685-62b0206d-26ba190651962602;gz%22	https://demo.exptheme.com/pizzeria/wp-content/themes/wp_pizzeria/assets/css/ionicons.min.css?ver=2.0.1	D:/GIT/frontend/ui_pizza_vip/pizza/demo.exptheme.com/pizzeria/wp-content/themes/wp_pizzeria/assets/css/ionicons.min7406.css	(from https://demo.exptheme.com/pizzeria/)
15:40:59	7557/7557	---M-Z	200	added ('OK')	text/css	etag:%221d85-62b0206d-c58a508054e9ad1a;gz%22	https://demo.exptheme.com/pizzeria/wp-content/themes/wp_pizzeria/assets/css/pe-icon-7-stroke.css?ver=1.0.1	D:/GIT/frontend/ui_pizza_vip/pizza/demo.exptheme.com/pizzeria/wp-content/themes/wp_pizzeria/assets/css/pe-icon-7-strokef269.css	(from https://demo.exptheme.com/pizzeria/)
15:41:00	1075/1075	---M-Z	200	added ('OK')	text/css	etag:%22433-62b0206d-4ef494cfae419d02;gz%22	https://demo.exptheme.com/pizzeria/wp-content/themes/wp_pizzeria/style.css?ver=6.8.3	D:/GIT/frontend/ui_pizza_vip/pizza/demo.exptheme.com/pizzeria/wp-content/themes/wp_pizzeria/style32d4.css	(from https://demo.exptheme.com/pizzeria/)
15:41:01	408/408	---M-Z	200	added ('OK')	text/css	etag:%22198-62b0206d-3e079f2fa229b026;gz%22	https://demo.exptheme.com/pizzeria/wp-content/themes/wp_pizzeria/assets/css/fonts.css?ver=6.8.3	D:/GIT/frontend/ui_pizza_vip/pizza/demo.exptheme.com/pizzeria/wp-content/themes/wp_pizzeria/assets/css/fonts32d4.css	(from https://demo.exptheme.com/pizzeria/)
15:41:02	54731/54731	---M-Z	200	added ('OK')	text/css	etag:%22d5cb-62b0206d-92560992eced6a81;gz%22	https://demo.exptheme.com/pizzeria/wp-content/themes/wp_pizzeria/assets/css/animate.min.css?ver=6.8.3	D:/GIT/frontend/ui_pizza_vip/pizza/demo.exptheme.com/pizzeria/wp-content/themes/wp_pizzeria/assets/css/animate.min32d4.css	(from https://demo.exptheme.com/pizzeria/)
15:41:03	147361/147361	---M-Z	200	added ('OK')	text/css	etag:%2223fa1-62b02311-75f009a0bde64dc4;gz%22	https://demo.exptheme.com/pizzeria/wp-content/themes/wp_pizzeria/assets/css/static.css?ver=1.0.0	D:/GIT/frontend/ui_pizza_vip/pizza/demo.exptheme.com/pizzeria/wp-content/themes/wp_pizzeria/assets/css/static8a54.css	(from https://demo.exptheme.com/pizzeria/)
15:41:04	3272/3272	---M-Z	200	added ('OK')	text/css	etag:%22cc8-62b0206d-a1367979e6e50ac2;gz%22	https://demo.exptheme.com/pizzeria/wp-content/themes/wp_pizzeria/assets/css/lightbox.css?ver=6.8.3	D:/GIT/frontend/ui_pizza_vip/pizza/demo.exptheme.com/pizzeria/wp-content/themes/wp_pizzeria/assets/css/lightbox32d4.css	(from https://demo.exptheme.com/pizzeria/)
15:41:05	481/481	---M-Z	200	added ('OK')	text/css	etag:%221e1-62b0206d-7a1f121816914d9;gz%22	https://demo.exptheme.com/pizzeria/wp-content/themes/wp_pizzeria/assets/css/theme.css?ver=6.8.3	D:/GIT/frontend/ui_pizza_vip/pizza/demo.exptheme.com/pizzeria/wp-content/themes/wp_pizzeria/assets/css/theme32d4.css	(from https://demo.exptheme.com/pizzeria/)
15:41:06	6282/6282	---M-Z	200	added ('OK')	text/css	etag:%22188a-62afd298-8f5a81771908c7eb;gz%22	https://demo.exptheme.com/pizzeria/wp-content/plugins/newsletter/style.css?ver=7.4.6	D:/GIT/frontend/ui_pizza_vip/pizza/demo.exptheme.com/pizzeria/wp-content/plugins/newsletter/style3ec4.css	(from https://demo.exptheme.com/pizzeria/)
15:41:07	485521/485521	---M-Z	200	added ('OK')	text/css	etag:%2276891-62afd12d-b5cf2d0e17208cce;gz%22	https://demo.exptheme.com/pizzeria/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.9.0	D:/GIT/frontend/ui_pizza_vip/pizza/demo.exptheme.com/pizzeria/wp-content/plugins/js_composer/assets/css/js_composer.mine1b2.css	(from https://demo.exptheme.com/pizzeria/)
15:41:09	87553/87553	---M-Z	200	added ('OK')	application/x-javascript	etag:%2215601-654f3925-739b6c3de4c3c20e;gz%22	https://demo.exptheme.com/pizzeria/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	D:/GIT/frontend/ui_pizza_vip/pizza/demo.exptheme.com/pizzeria/wp-includes/js/jquery/jquery.minf43b.js	(from https://demo.exptheme.com/pizzeria/)
15:41:10	13577/13577	---M-Z	200	added ('OK')	application/x-javascript	etag:%223509-64d30fc4-434ebd067605c35f;gz%22	https://demo.exptheme.com/pizzeria/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	D:/GIT/frontend/ui_pizza_vip/pizza/demo.exptheme.com/pizzeria/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://demo.exptheme.com/pizzeria/)
15:41:11	9533/9533	---M-Z	200	added ('OK')	application/x-javascript	etag:%22253d-62afd2a0-d172b5a3fd4aed79;gz%22	https://demo.exptheme.com/pizzeria/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.min.js?ver=2.7.0-wc.6.6.0	D:/GIT/frontend/ui_pizza_vip/pizza/demo.exptheme.com/pizzeria/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.min437d.js	(from https://demo.exptheme.com/pizzeria/)
15:41:12	3037/3037	---M-Z	200	added ('OK')	application/x-javascript	etag:%22bdd-62afd2a0-701fc695d978fb28;gz%22	https://demo.exptheme.com/pizzeria/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.min.js?ver=6.6.0	D:/GIT/frontend/ui_pizza_vip/pizza/demo.exptheme.com/pizzeria/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.min31dc.js	(from https://demo.exptheme.com/pizzeria/)
15:41:16	992/992	---M-Z	200	added ('OK')	application/x-javascript	etag:%223e0-62afd12c-5f7868d289366f7e;gz%22	https://demo.exptheme.com/pizzeria/wp-content/plugins/js_composer/assets/js/vendors/woocommerce-add-to-cart.js?ver=6.9.0	D:/GIT/frontend/ui_pizza_vip/pizza/demo.exptheme.com/pizzeria/wp-content/plugins/js_composer/assets/js/vendors/woocommerce-add-to-carte1b2.js	(from https://demo.exptheme.com/pizzeria/)
15:41:17	51039/51039	---M-Z	200	added ('OK')	application/x-javascript	etag:%22c75f-62b0206d-95f25b368e0cdfd2;gz%22	https://demo.exptheme.com/pizzeria/wp-content/themes/wp_pizzeria/assets/js/bootstrap.min.js?ver=4.1.0	D:/GIT/frontend/ui_pizza_vip/pizza/demo.exptheme.com/pizzeria/wp-content/themes/wp_pizzeria/assets/js/bootstrap.minbfce.js	(from https://demo.exptheme.com/pizzeria/)
15:41:18	2609/2609	---M-Z	200	added ('OK')	application/x-javascript	etag:%22a31-62b0206d-1af7224b90e7a418;gz%22	https://demo.exptheme.com/pizzeria/wp-content/themes/wp_pizzeria/assets/js/jquery.mousewheel.min.js?ver=6.8.3	D:/GIT/frontend/ui_pizza_vip/pizza/demo.exptheme.com/pizzeria/wp-content/themes/wp_pizzeria/assets/js/jquery.mousewheel.min32d4.js	(from https://demo.exptheme.com/pizzeria/)
15:41:19	36690/36690	---MCZ	200	added ('OK')	application/json	date:Sat,%2001%20Nov%202025%2008:41:20%20GMT	https://demo.exptheme.com/pizzeria/wp-json/wp/v2/pages/958	D:/GIT/frontend/ui_pizza_vip/pizza/demo.exptheme.com/pizzeria/wp-json/wp/v2/pages/958.json	(from https://demo.exptheme.com/pizzeria/)
15:41:20	1079439/1079439	---MCZ	200	added ('OK')	application/json	date:Sat,%2001%20Nov%202025%2008:41:20%20GMT	https://demo.exptheme.com/pizzeria/wp-json/	D:/GIT/frontend/ui_pizza_vip/pizza/demo.exptheme.com/pizzeria/wp-json/index.html	(from https://demo.exptheme.com/pizzeria/)
15:41:21	870/870	---M-Z	200	added ('OK')	text/xml	date:Sat,%2001%20Nov%202025%2008:41:22%20GMT	https://demo.exptheme.com/pizzeria/xmlrpc.php?rsd	D:/GIT/frontend/ui_pizza_vip/pizza/demo.exptheme.com/pizzeria/xmlrpc0db0.php	(from https://demo.exptheme.com/pizzeria/)
15:41:23	2217/2217	---M-Z	200	added ('OK')	application/json	date:Sat,%2001%20Nov%202025%2008:41:24%20GMT	https://demo.exptheme.com/pizzeria/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fdemo.exptheme.com%2Fpizzeria%2F	D:/GIT/frontend/ui_pizza_vip/pizza/demo.exptheme.com/pizzeria/wp-json/oembed/1.0/embed0f9d.json	(from https://demo.exptheme.com/pizzeria/)
15:41:24	2372/2372	---M-Z	200	added ('OK')	text/xml	date:Sat,%2001%20Nov%202025%2008:41:25%20GMT	https://demo.exptheme.com/pizzeria/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fdemo.exptheme.com%2Fpizzeria%2F&format=xml	D:/GIT/frontend/ui_pizza_vip/pizza/demo.exptheme.com/pizzeria/wp-json/oembed/1.0/embeda19d	(from https://demo.exptheme.com/pizzeria/)
15:41:26	41251/41251	---M--	200	added ('OK')	image/png	etag:%22a123-62b01989-df438aa69e304a82;;;%22	https://demo.exptheme.com/pizzeria/wp-content/uploads/2022/06/favicon.png	D:/GIT/frontend/ui_pizza_vip/pizza/demo.exptheme.com/pizzeria/wp-content/uploads/2022/06/favicon.png	(from https://demo.exptheme.com/pizzeria/)
15:41:28	197181/197181	---M--	200	added ('OK')	image/png	date:Sat,%2001%20Nov%202025%2008:41:28%20GMT	https://demo.exptheme.com/pizzeria/wp-content/themes/wp_pizzeria/assets/images/backgrounds/bg1.png	D:/GIT/frontend/ui_pizza_vip/pizza/demo.exptheme.com/pizzeria/wp-content/themes/wp_pizzeria/assets/images/backgrounds/bg1.png	(from https://demo.exptheme.com/pizzeria/)
15:41:29	31736/31736	---M--	200	added ('OK')	image/png	date:Sat,%2001%20Nov%202025%2008:41:30%20GMT	https://demo.exptheme.com/pizzeria/wp-content/themes/wp_pizzeria/assets/images/backgrounds/bg3.png	D:/GIT/frontend/ui_pizza_vip/pizza/demo.exptheme.com/pizzeria/wp-content/themes/wp_pizzeria/assets/images/backgrounds/bg3.png	(from https://demo.exptheme.com/pizzeria/)
15:41:30	21577/21577	---M--	200	added ('OK')	image/png	date:Sat,%2001%20Nov%202025%2008:41:31%20GMT	https://demo.exptheme.com/pizzeria/wp-content/themes/wp_pizzeria/assets/images/backgrounds/bg_footer.png	D:/GIT/frontend/ui_pizza_vip/pizza/demo.exptheme.com/pizzeria/wp-content/themes/wp_pizzeria/assets/images/backgrounds/bg_footer.png	(from https://demo.exptheme.com/pizzeria/)
15:41:31	2539/2539	---M--	200	added ('OK')	image/png	date:Sat,%2001%20Nov%202025%2008:41:32%20GMT	https://demo.exptheme.com/pizzeria/wp-content/themes/wp_pizzeria/assets/images/logo.png	D:/GIT/frontend/ui_pizza_vip/pizza/demo.exptheme.com/pizzeria/wp-content/themes/wp_pizzeria/assets/images/logo.png	(from https://demo.exptheme.com/pizzeria/)
15:41:37	73143/73143	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Nov%202025%2008:41:34%20GMT	https://demo.exptheme.com/pizzeria/about-us/	D:/GIT/frontend/ui_pizza_vip/pizza/demo.exptheme.com/pizzeria/about-us/index.html	(from https://demo.exptheme.com/pizzeria/)
15:41:37	96746/96746	---M--	200	added ('OK')	image/jpeg	date:Sat,%2001%20Nov%202025%2008:41:33%20GMT	https://demo.exptheme.com/pizzeria/wp-content/uploads/2015/10/sliders-1-1170x580.jpg	D:/GIT/frontend/ui_pizza_vip/pizza/demo.exptheme.com/pizzeria/wp-content/uploads/2015/10/sliders-1-1170x580.jpg	(from https://demo.exptheme.com/pizzeria/)
15:41:38	232557/232557	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Nov%202025%2008:41:33%20GMT	https://demo.exptheme.com/pizzeria/home/one-page/	D:/GIT/frontend/ui_pizza_vip/pizza/demo.exptheme.com/pizzeria/home/one-page/index.html	(from https://demo.exptheme.com/pizzeria/)
15:41:38	245191/245191	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Nov%202025%2008:41:34%20GMT	https://demo.exptheme.com/pizzeria/home/one-page-chinese/	D:/GIT/frontend/ui_pizza_vip/pizza/demo.exptheme.com/pizzeria/home/one-page-chinese/index.html	(from https://demo.exptheme.com/pizzeria/)
15:41:39	71185/71185	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Nov%202025%2008:41:40%20GMT	https://demo.exptheme.com/pizzeria/menu/	D:/GIT/frontend/ui_pizza_vip/pizza/demo.exptheme.com/pizzeria/menu/index.html	(from https://demo.exptheme.com/pizzeria/)
15:41:40	78963/78963	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Nov%202025%2008:41:40%20GMT	https://demo.exptheme.com/pizzeria/menu/menu-small/	D:/GIT/frontend/ui_pizza_vip/pizza/demo.exptheme.com/pizzeria/menu/menu-small/index.html	(from https://demo.exptheme.com/pizzeria/)
15:41:44	76867/76867	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Nov%202025%2008:41:41%20GMT	https://demo.exptheme.com/pizzeria/galllery/galllery-small/	D:/GIT/frontend/ui_pizza_vip/pizza/demo.exptheme.com/pizzeria/galllery/galllery-small/index.html	(from https://demo.exptheme.com/pizzeria/)
15:41:45	78940/78940	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Nov%202025%2008:41:42%20GMT	https://demo.exptheme.com/pizzeria/galllery/galllery-big/	D:/GIT/frontend/ui_pizza_vip/pizza/demo.exptheme.com/pizzeria/galllery/galllery-big/index.html	(from https://demo.exptheme.com/pizzeria/)
15:41:45	62523/62523	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Nov%202025%2008:41:42%20GMT	https://demo.exptheme.com/pizzeria/specials/	D:/GIT/frontend/ui_pizza_vip/pizza/demo.exptheme.com/pizzeria/specials/index.html	(from https://demo.exptheme.com/pizzeria/)
15:41:45	274003/274003	---M--	200	added ('OK')	image/jpeg	date:Sat,%2001%20Nov%202025%2008:41:41%20GMT	https://demo.exptheme.com/pizzeria/wp-content/uploads/2015/10/Sliders-1170x580.jpg	D:/GIT/frontend/ui_pizza_vip/pizza/demo.exptheme.com/pizzeria/wp-content/uploads/2015/10/Sliders-1170x580.jpg	(from https://demo.exptheme.com/pizzeria/)
15:41:46	56481/56481	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Nov%202025%2008:41:47%20GMT	https://demo.exptheme.com/pizzeria/delivery/	D:/GIT/frontend/ui_pizza_vip/pizza/demo.exptheme.com/pizzeria/delivery/index.html	(from https://demo.exptheme.com/pizzeria/)
15:41:46	61004/61004	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Nov%202025%2008:41:47%20GMT	https://demo.exptheme.com/pizzeria/blog/	D:/GIT/frontend/ui_pizza_vip/pizza/demo.exptheme.com/pizzeria/blog/index.html	(from https://demo.exptheme.com/pizzeria/)
15:41:51	63970/63970	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Nov%202025%2008:41:47%20GMT	https://demo.exptheme.com/pizzeria/baking-great-meals-4/	D:/GIT/frontend/ui_pizza_vip/pizza/demo.exptheme.com/pizzeria/baking-great-meals-4/index.html	(from https://demo.exptheme.com/pizzeria/)
15:41:51	54797/54797	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Nov%202025%2008:41:49%20GMT	https://demo.exptheme.com/pizzeria/contact/	D:/GIT/frontend/ui_pizza_vip/pizza/demo.exptheme.com/pizzeria/contact/index.html	(from https://demo.exptheme.com/pizzeria/)
15:41:51	72022/72022	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Nov%202025%2008:41:49%20GMT	https://demo.exptheme.com/pizzeria/shop-2/	D:/GIT/frontend/ui_pizza_vip/pizza/demo.exptheme.com/pizzeria/shop-2/index.html	(from https://demo.exptheme.com/pizzeria/)
15:41:51	125786/125786	---M--	200	added ('OK')	image/jpeg	date:Sat,%2001%20Nov%202025%2008:41:47%20GMT	https://demo.exptheme.com/pizzeria/wp-content/uploads/2015/10/8-1170x580.jpg	D:/GIT/frontend/ui_pizza_vip/pizza/demo.exptheme.com/pizzeria/wp-content/uploads/2015/10/8-1170x580.jpg	(from https://demo.exptheme.com/pizzeria/)
15:41:52	30604/30604	---M--	200	added ('OK')	image/jpeg	date:Sat,%2001%20Nov%202025%2008:41:53%20GMT	https://demo.exptheme.com/pizzeria/wp-content/uploads/2015/09/16-570x220.jpg	D:/GIT/frontend/ui_pizza_vip/pizza/demo.exptheme.com/pizzeria/wp-content/uploads/2015/09/16-570x220.jpg	(from https://demo.exptheme.com/pizzeria/)
15:41:54	35182/35182	---M--	200	added ('OK')	image/jpeg	date:Sat,%2001%20Nov%202025%2008:41:55%20GMT	https://demo.exptheme.com/pizzeria/wp-content/uploads/2015/09/14-570x220.jpg	D:/GIT/frontend/ui_pizza_vip/pizza/demo.exptheme.com/pizzeria/wp-content/uploads/2015/09/14-570x220.jpg	(from https://demo.exptheme.com/pizzeria/)
15:41:55	1721/1721	---M--	200	added ('OK')	image/png	date:Sat,%2001%20Nov%202025%2008:41:56%20GMT	https://demo.exptheme.com/pizzeria/wp-content/uploads/2015/09/section_delimiter.png	D:/GIT/frontend/ui_pizza_vip/pizza/demo.exptheme.com/pizzeria/wp-content/uploads/2015/09/section_delimiter.png	(from https://demo.exptheme.com/pizzeria/)
15:41:56	3750/3750	---M-Z	200	added ('OK')	text/css	etag:%22ea6-62b0206d-9e38967a0ce1d173;gz%22	https://demo.exptheme.com/pizzeria/wp-content/themes/wp_pizzeria/assets/css/owl.carousel.css?ver=2.0.0b	D:/GIT/frontend/ui_pizza_vip/pizza/demo.exptheme.com/pizzeria/wp-content/themes/wp_pizzeria/assets/css/owl.carousel30b5.css	(from https://demo.exptheme.com/pizzeria/)
15:41:57	34399/34399	---M-Z	200	added ('OK')	text/css	etag:%22865f-62afd12d-de0440a13ac73e97;gz%22	https://demo.exptheme.com/pizzeria/wp-content/plugins/js_composer/assets/lib/bower/font-awesome/css/v4-shims.min.css?ver=6.9.0	D:/GIT/frontend/ui_pizza_vip/pizza/demo.exptheme.com/pizzeria/wp-content/plugins/js_composer/assets/lib/bower/font-awesome/css/v4-shims.mine1b2.css	(from https://demo.exptheme.com/pizzeria/)
15:41:59	56425/56425	---M-Z	200	added ('OK')	text/css	etag:%22dc69-62afd12d-8c0a23b3496a69d7;gz%22	https://demo.exptheme.com/pizzeria/wp-content/plugins/js_composer/assets/lib/bower/font-awesome/css/all.min.css?ver=6.9.0	D:/GIT/frontend/ui_pizza_vip/pizza/demo.exptheme.com/pizzeria/wp-content/plugins/js_composer/assets/lib/bower/font-awesome/css/all.mine1b2.css	(from https://demo.exptheme.com/pizzeria/)
15:42:00	41247/41247	---M-Z	200	added ('OK')	application/x-javascript	etag:%22a11f-67ffe278-881d4c74d18d5d38;gz%22	https://demo.exptheme.com/pizzeria/wp-includes/js/dist/vendor/wp-polyfill.min.js?ver=3.15.0	D:/GIT/frontend/ui_pizza_vip/pizza/demo.exptheme.com/pizzeria/wp-includes/js/dist/vendor/wp-polyfill.min2c7c.js	(from https://demo.exptheme.com/pizzeria/)
15:42:01	21821/21821	---M-Z	200	added ('OK')	application/x-javascript	etag:%22553d-62afd290-431dd52099d2b18c;gz%22	https://demo.exptheme.com/pizzeria/wp-content/plugins/contact-form-7/includes/js/index.js?ver=5.6	D:/GIT/frontend/ui_pizza_vip/pizza/demo.exptheme.com/pizzeria/wp-content/plugins/contact-form-7/includes/js/index40df.js	(from https://demo.exptheme.com/pizzeria/)
15:42:03	1834/1834	---M-Z	200	added ('OK')	application/x-javascript	etag:%2272a-62afd2a0-90c77d8c2adb935b;gz%22	https://demo.exptheme.com/pizzeria/wp-content/plugins/woocommerce/assets/js/js-cookie/js.cookie.min.js?ver=2.1.4-wc.6.6.0	D:/GIT/frontend/ui_pizza_vip/pizza/demo.exptheme.com/pizzeria/wp-content/plugins/woocommerce/assets/js/js-cookie/js.cookie.min2aac.js	(from https://demo.exptheme.com/pizzeria/)
15:42:04	2139/2139	---M-Z	200	added ('OK')	application/x-javascript	etag:%2285b-62afd2a0-2d093623bccce9a3;gz%22	https://demo.exptheme.com/pizzeria/wp-content/plugins/woocommerce/assets/js/frontend/woocommerce.min.js?ver=6.6.0	D:/GIT/frontend/ui_pizza_vip/pizza/demo.exptheme.com/pizzeria/wp-content/plugins/woocommerce/assets/js/frontend/woocommerce.min31dc.js	(from https://demo.exptheme.com/pizzeria/)
15:42:06	2938/2938	---M-Z	200	added ('OK')	application/x-javascript	etag:%22b7a-62afd2a0-d421f28a9f4de172;gz%22	https://demo.exptheme.com/pizzeria/wp-content/plugins/woocommerce/assets/js/frontend/cart-fragments.min.js?ver=6.6.0	D:/GIT/frontend/ui_pizza_vip/pizza/demo.exptheme.com/pizzeria/wp-content/plugins/woocommerce/assets/js/frontend/cart-fragments.min31dc.js	(from https://demo.exptheme.com/pizzeria/)
15:42:06	943/943	---M-Z	200	added ('OK')	application/x-javascript	etag:%223af-62b0206d-53fbfe5b7ac445ce;gz%22	https://demo.exptheme.com/pizzeria/wp-content/themes/wp_pizzeria/assets/js/jquery.parallax-1.1.3.js?ver=1.1.3	D:/GIT/frontend/ui_pizza_vip/pizza/demo.exptheme.com/pizzeria/wp-content/themes/wp_pizzeria/assets/js/jquery.parallax-1.1.3c358.js	(from https://demo.exptheme.com/pizzeria/)
15:42:08	123943/123943	---M-Z	200	added ('OK')	application/x-javascript	etag:%221e427-62b0206d-74ae4cd574de69ef;gz%22	https://demo.exptheme.com/pizzeria/wp-content/themes/wp_pizzeria/assets/js/nicescroll.js?ver=1.0.0	D:/GIT/frontend/ui_pizza_vip/pizza/demo.exptheme.com/pizzeria/wp-content/themes/wp_pizzeria/assets/js/nicescroll8a54.js	(from https://demo.exptheme.com/pizzeria/)
